term,layer,layer_name,definition,source,auto_quality_notes,reviewer_verdict,corrected_definition,reviewer_comment,review_date
溶剂纯化装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,将回收溶剂中杂质去除的设备 。,GB/T 47771-2026 (OCR提取),OCR提取，需人工核验,,,,
粽丙烯腈纤维生产成套装备分类,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,名称、分类号及主要组成应符合表1的规定。表1名称.分类号及主要组成序号名称分类号主要组成_,GB/T 47771-2026 (OCR提取),OCR提取，需人工核验,,,,
成套装备产品型号,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"h选取设备的代号。等。成套装备产品型号见图1。编号分类号企业代号注1.人为阿拉伯数字,为大写英文字母。注2:如有其他要求,由供需双方协商确定。图1成套装备产品型号示例:GY-SP-48,表示:GY",GB/T 47771-2026 (OCR提取),OCR提取，需人工核验,,,,
缝针,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"机针缝纫中带引缝线穿过缝料的针。[来源:GB/TT30420.1一2024,3.1.3]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
弯针,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"缝纫中带引缝线穿过线环的弯形零(构)件。[来源:GB/T30420.1一2024,3.1.4]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
压脚,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"压紧机构中 , 压住缝料的零件 。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
过线环,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,引导缝线的零件 。,GB/T 30420.4-2025 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
针板,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,支撑缝料的零件 。,GB/T 30420.4-2025 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
梭芯套,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"安装在旋梭(3.1.8)或摆梭(3.1.9)内,用于放置梭芯(3.1.10)并引导梭芯线的零件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
送料牙,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"送布牙送料机构(3.1.21)中,带有齿形状的用于输送缝料的零件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
挑线杆,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"挑线机构 (3.1.19) 中 , 输送 . 收紧针线的零件 。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
挑线簧,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"实现针线缓冲、提供断线信号的零件。[来源:GB/T30420.2一2019,2.3.2.4,有修改]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
线架,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,放置线团 . 引导针线的组件 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
机架,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,于安装台板 (3.1.17) 的机件 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
台板,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,车台于安装缝纫机及放置布料的平台 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
挑线机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"输送、回收并收紧针线的部件。注:按机构形式分为凸轮挑线机构.连杆挑线机构滑杆挑线机构.旋转挑线机构和针杆挑线机构等。[来源:GB/TT30420.1一2024,3.3.2]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
分线机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"扬线机构将线环分开、改变针线线量的剪线辅助装置。[来源:GB/T30420.2一2019,2.3.11]3.1.21",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
压紧机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"压料机构对缝料施加压力的部件。[来源:GB/T30420.1一2024,3.3.5,有修改]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
夹线装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"夹线器夹线座对缝线施加压力并能进行调节的部件。[来源:GB/T30420.1一2024,3.3.10,有修改]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
润滑装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"缝纫过程中输送润滑油的部件。注:润滑装置分为重力润滑装置、压力润滑装置和自动润滑装置等。[来源:GB/T30420.1一2024,3.3.11]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
易油装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"回油装置将润滑油吸回贮油器的部件。[来源:GB/T30420.1一2024,3.3.12]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
针距调节装署,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"调节针迹距大小的部件 。[ 来源 :GB/T 30420.1 一 2024 ,3.3.14 ]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
倒送料装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"改变送料方向的部件 。[ 来源 :GB/T 30420.1 一 2024 ,3.3.15 ]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
剪线装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"缝纫完成后,剪断缝线的部件。[来源:GB/工30420.1一2024,3.3.16]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
穿线装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,穿线器将针线穿人机针孔的部件 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
旋梭吹气装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"起缝前,将梭线线头吹离旋梭(3.1.8)或梭芯套(3.1.11)的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
图像识别装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过成像技术,鉴别面料、纽扣等图案.形状及颜色的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
送框装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,送压板装置将模板框(3.3.11)、压板送至缝纫工位或裁剪台的部件。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
吸风装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过负压作用,将缝料吸附在缝纫工作台或奥烫平台等的使缝料",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
废料斗,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,贮存裁片或布屑的容器 。,GB/T 30420.4-2025 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
扩展台,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,提供大面积缝料缝纫的辅助平台 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
定刀,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,剪线装置 (3.1.31) 中的固定的刀具 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
封针,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,于闭合缝针 (3.1.1) 针孔缺口的零,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
护针,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,保护缝针 (3.1.1) 刺穿缝料时所产生,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
随动压脚,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"中压脚缝纫过程中,随机针作循环压料动作的机械部件。[来源:GB/TT30420.1一2024,3.3.5.4]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
辅助压脚,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"缝纫过程中,辅助压紧缝料的机械部件。[来源:GB/TT30420.1一2024,3.3.5.5]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
分离式针杆架,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,使两根针杆(3.1.6)分离运动或同步运动的部件。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
针杆摆动机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"使针杆(3.1.6)左右或前后运动的部件。[来源:GB/TIT30420.1一2024,3.3.1.1]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
下送料机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"下送料牙(或滚轮)运动的送料机构(3.1.21)。[来源:GB/T30420.1一2024,3.3.3.1]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
差动送料机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"两个独立的下送料牙或送料压脚(3.1.3),以不同的移动量运动的送料机构(3.1.21)。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
滚轮送料机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"[来源:GB/工30420.1一2024,3.3.3.6]滚轮压紧缝料与另一个送料滚轮或送料牙(3.1.12)一起运动的送料机构(3.1.21)。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
压脚提升机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"将压脚 (3.1.3) 提起离缝料的部件 。[ 来源 :GB/T 30420.1 一 2024 ,3.3.6 ]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
线装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"持针线线头,防止针线脱离机针孔的部件。anti-birdnestdevice消除或减少起缝时缝料下方针线、梭线缠绕或堆积的部件。自动取身「3l装置通过静电吸附板、针刺、机械手爪(刚/柔性)、真空负压等形式,按照控制指令在指定位置抓取或放置缝料的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
切边装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"缝纫中切除缝料废边的部件。[来源:GB/工30420.1一2024,3.3.8]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
松紧带定长输送及切断装罩,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,按缝纫长度运送并剪断松紧带的部件 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
松紧带端折叠装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,翻折松紧带两端的部件 。,GB/T 30420.4-2025 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
折边装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,折取缝料边缘的部件 。,GB/T 30420.4-2025 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
折裤攀装罩,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,将裤襟的两端向内折取的装置 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
标签自动输送装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,将标签输送到缝制工位的部件 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
模板识别装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过读取模板(3.3.10)上的条码、RFID射频识别卡、二维码等信息,控制面板(3.8.7)调取、显示相对应的缝制花样文件的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
机头旋转装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"针杆挑线勾线旋转装置针杆(3.1.6)、挑线及勾线机构(3.4.1.9)按下一个缝纫针迹的送料方向,由计算机控制同步旋转的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
落料平台,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,存放裁片并能根据堆垛高度升降的工作台 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
针杆箱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"针杆架〈刺绣机;由多个针杆(3.1.6)排列组合而成的部件。[来源:GB/T30420.2一2019,2.3.2.1]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
拉杆,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"拉杆开关控制刺绣机启、停、回退等功能的开关。[来源:GB/工30420.2一2019,2.3.3]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
绣框,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"口定刺绣面料的装置。[来源:GB/T30420.2一2019,2.3.4,有修改]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
绣框驱动机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"将电机旋转变为直线运动并驱动绣框(3.4.1.6)的装置。注:按行进方向分为z轴驱动机构和y轴驱动机构;按驱动动力分为伺服绣框和步进绣框,其理分为开环步进绣框和闭环步进绣框。[来源:GB/T30420.2一2019,2.3.5,有修改]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
勾线机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"〈刺绣机;剪线后将绣线带出面料并固定的装置。注:勾线机构分为集中勾线机构、独立勾线机构。[来源:GB/TIT30420.2一2019,2.3.12,有修改]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
换色机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过变换针杆(3.1.6)或环梭位置进行换色的装置。注:按动力源形式分为交流电机换色机构和步进电机换色机构。[来源:GB/TIT30420.2一2019,2.3.13]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
金片装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"亮片装置输送、切割金片的装置。[来源:GB/T30420.2一2019,2.3.16]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
筒易毛巾绣装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"锁式绣机头上完成类似毛巾绣效果的装置。[来源:GB/T30420.2一2019,2.3.17,有修改]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
筒易盘带绣装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"锁式绣机头上完成类似盘带绣效果的装置。[来源:GB/TIT30420.2一2019,2.3.18,有修改]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
珠子绣装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"锁式绣机头上完成珠子绣的装置。[来源:GB/T30420.2一2019,2.3.20,有修改]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
自动润滑装署,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"刺绣过程中周期性对指定运动部位加注润滑油的装置。[来源:GB/T30420.2一2019,2.3.24]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
针线张力联动调节机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过电机或其他形式同步调节所有机头当前针位针线张力的装置。[来源:GB/T30420.2一2019,2.3.25,有修改]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
压脚高度调节机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过电机或其他形式同步或独立调节各机头压脚(3.1.3)工作高度的装置。[来源:,GB/T30420.2一2019,2.3.26]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
多色针线式三色绳绣装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,不同针线颜色及不同绳(带)颜色组合的绳绣绣作的部件。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
单针三色绳绣装署,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,单个机针绣作三种颜色绳 ( 带 ) 的部件 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
植绒绣装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,绣作类似植绒状的部件 。,GB/T 30420.4-2025 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
剪绳带装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,剪断绳、带的部件。3.4.2纺绣机纺缝机零部件,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
革安架装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,驱动滚轮送布装置作z向往复直线移动的部件。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
托布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过电机驱动 , 将里料托住并拉紧的部件 。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
接布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,将已完成组缝和即将绀缝的卷状面料首尾缝制*,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
送布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,通过动力装置将面料恒定张力状态下输送到绀缝区域的部件。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
颜色识别装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,通过一个或多个颜,GB/T 30420.4-2025 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
条切装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"device按设定的切割宽度 ,",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
上主机机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,实现送布松布和对边动作的部件 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
下主机机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"支撑上主机机构(3.5.1.1)实施铺布动作的部件。[来源:GB/T30420.3一2023,3.3.3]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
松布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"解布装置消除面料伸缩弹性的部件。[来源:GB/工30420.3一2023,3.3.1.3]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
松紧调节装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过传感器和调节管,调整面料松紧的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
对边装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"控制上主机机构(3.5.1.1)左石往复运动,确保纵向铺布精度的部件。[来源:GB/T30420.3一2023,3.3.2]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
展布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"可随面料的宽度方向作张力的调整,消除面料的褶皱、压痕和内应力的部件。[来源:GB/T30420.3一2023,3.3.4]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
上布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"单次铺布后,完成布上表面与设定高度一致的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
升降装罩,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"单次铺布后,完成面料上表面与设定高度一致的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
切布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"铺布完成后,切断面料的部件。[来源:GB/T30420.3一2023,3.3.5,有修改]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
拨边装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"展边装置把面料的卷边展开的部件。[来源:GB/工30420.3一2023,3.3.6]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
匹布分层装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"将多层叠在一起的匹布一层一层分开的部件。[来源:GB/工30420.3一2023,3.3.7]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
单拉压布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"单向铺布时 , 压住面料防止其移动的部件 。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
后压布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"口折器口定在铺布台(3.5.1.19)的起始端上,用于定位压住面料边缘的部件。[来源:GB/T30420.3一2023,3.3.8.1]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
前压布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"移折器随铺布长度设置在铺布台(3.5.1.19)上,用于定位压住面料边缘的部件。[来源:GB/TIT30420.3一2023,3.3.8.2]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
除静电装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"消除面料产生静电的部件。[来源:GB/工30420.3一2023,3.3.10]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
布尾感应器装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"无布停机装置在面料铺完时控制上主机机构(3.5.1.1)自动停止运行后自动返回初始位置的部件。[来源:GB/T30420.3一2023,3.3.11]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
铺布台,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"为铺布机提供铺布的支撑平台。[来源:GB/工30420.3一2023,3.3.12]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
操作平台,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"随下主机机构(3.5.1.2)同步行进,操作者能站立操作并能观察运行状态的平台。[来源:GB/工30420.3一2023,3.3.13]3.5.2裁剪设备零部件",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
